order_id,date,region,product,quantity,unit_price,revenue
1037,2024-01-03,South,Keyboard,4,46.07,184.28
1038,2024-01-03,North,Laptop,3,1140.11,3420.33
1038,2024-01-03,North,Tablet,4,528.43,2113.72
1038,2024-01-03,North,Mouse,1,23.74,23.74
1039,2024-01-03,East,Mouse,4,25.31,101.24
1040,2024-01-03,North,Chair,2,166.17,332.34
1040,2024-01-03,North,Smartphone,4,801.24,3204.96
1041,2024-01-03,South,Tablet,3,542.28,1626.84
1041,2024-01-03,South,Monitor,4,204.03,816.12
1041,2024-01-03,South,Mouse,4,24.71,98.84
1042,2024-01-03,North,Monitor,4,201.22,804.88
1042,2024-01-03,North,Desk,1,215.88,215.88
1042,2024-01-03,North,Keyboard,3,41.79,125.37
1043,2024-01-03,South,Monitor,1,215.52,215.52
1043,2024-01-03,South,Smartphone,2,878.38,1756.76
1044,2024-01-03,South,Printer,4,135.5,542.0
1045,2024-01-03,South,Chair,1,167.11,167.11
1045,2024-01-03,South,Laptop,3,1111.89,3335.67
1046,2024-01-03,West,Laptop,4,1062.93,4251.72
1046,2024-01-03,West,Headphones,3,80.2,240.6
1046,2024-01-03,West,Mouse,1,27.43,27.43
1047,2024-01-03,South,Mouse,3,23.86,71.58
1048,2024-01-03,South,Keyboard,4,48.15,192.6
1048,2024-01-03,South,Desk,4,185.97,743.88
1049,2024-01-03,West,Chair,1,152.93,152.93
1049,2024-01-03,West,Keyboard,4,48.56,194.24
1049,2024-01-03,West,Desk,1,205.38,205.38
1050,2024-01-03,East,Headphones,2,73.07,146.14
1051,2024-01-03,North,Laptop,3,1208.75,3626.25
1051,2024-01-03,North,Printer,3,143.41,430.23
1052,2024-01-03,North,Monitor,1,240.65,240.65
1052,2024-01-03,North,Desk,1,187.25,187.25
1052,2024-01-03,North,Desk,3,201.24,603.72
1053,2024-01-03,South,Smartphone,2,763.28,1526.56
1053,2024-01-03,South,Laptop,3,998.13,2994.39
1054,2024-01-03,North,Tablet,2,501.42,1002.84
1054,2024-01-03,North,Monitor,4,202.68,810.72
1054,2024-01-03,North,Printer,4,141.29,565.16
1055,2024-01-03,West,Desk,2,219.3,438.6
1055,2024-01-03,West,Chair,2,170.63,341.26
1055,2024-01-03,West,Keyboard,4,49.4,197.6
1056,2024-01-03,North,Laptop,1,1127.6,1127.6
1057,2024-01-03,East,Keyboard,1,41.26,41.26
1057,2024-01-03,East,Printer,3,142.77,428.31
1058,2024-01-03,East,Smartphone,2,745.21,1490.42
1059,2024-01-03,West,Desk,3,218.47,655.41
1060,2024-01-03,East,Laptop,3,1037.93,3113.79
1061,2024-01-03,South,Chair,4,146.68,586.72
1062,2024-01-03,East,Monitor,2,220.21,440.42
1062,2024-01-03,East,Laptop,1,1048.12,1048.12
1062,2024-01-03,East,Mouse,2,24.5,49.0
1063,2024-01-03,North,Laptop,3,1056.93,3170.79
1063,2024-01-03,North,Monitor,1,223.77,223.77
1064,2024-01-03,South,Headphones,4,84.23,336.92
1064,2024-01-03,South,Smartphone,2,765.47,1530.94
1064,2024-01-03,South,Headphones,2,72.7,145.4
1065,2024-01-03,West,Tablet,2,540.99,1081.98
1065,2024-01-03,West,Tablet,1,532.64,532.64
1065,2024-01-03,West,Headphones,2,73.36,146.72
1066,2024-01-03,North,Chair,1,156.05,156.05
1067,2024-01-04,North,Laptop,2,1097.64,2195.28
1067,2024-01-04,North,Laptop,4,1165.49,4661.96
1067,2024-01-04,North,Tablet,1,515.93,515.93
1068,2024-01-04,North,Smartphone,3,849.48,2548.44
1068,2024-01-04,North,Desk,2,209.17,418.34
1068,2024-01-04,North,Monitor,2,230.55,461.1
1069,2024-01-04,West,Printer,1,139.41,139.41
1069,2024-01-04,West,Desk,1,204.68,204.68
1070,2024-01-04,South,Headphones,2,77.31,154.62
1071,2024-01-04,East,Headphones,2,72.2,144.4
1071,2024-01-04,East,Laptop,4,1049.13,4196.52
1071,2024-01-04,East,Mouse,2,25.88,51.76
1072,2024-01-04,East,Tablet,3,496.47,1489.41
1072,2024-01-04,East,Smartphone,1,878.93,878.93
1072,2024-01-04,East,Tablet,2,481.17,962.34
1073,2024-01-04,North,Laptop,3,1090.97,3272.91
1073,2024-01-04,North,Tablet,4,549.4,2197.6
1074,2024-01-04,West,Monitor,1,223.58,223.58
1075,2024-01-04,South,Tablet,3,545.27,1635.81
1075,2024-01-04,South,Keyboard,3,48.48,145.44
1075,2024-01-04,South,Chair,2,159.93,319.86
1076,2024-01-04,West,Laptop,2,990.79,1981.58
1076,2024-01-04,West,Smartphone,4,784.87,3139.48
1077,2024-01-04,South,Chair,4,154.11,616.44
1077,2024-01-04,South,Chair,1,154.39,154.39
1078,2024-01-04,East,Mouse,2,26.07,52.14
1078,2024-01-04,East,Desk,3,194.89,584.67
1079,2024-01-04,West,Headphones,1,77.77,77.77
1079,2024-01-04,West,Printer,3,149.92,449.76
1080,2024-01-04,East,Laptop,3,1129.69,3389.07
1081,2024-01-04,South,Desk,4,200.44,801.76
1082,2024-01-04,South,Printer,1,148.73,148.73
1082,2024-01-04,South,Printer,2,146.15,292.3
1083,2024-01-04,North,Printer,4,143.22,572.88
1083,2024-01-04,North,Keyboard,3,44.87,134.61
1083,2024-01-04,North,Tablet,2,467.08,934.16
1084,2024-01-04,West,Desk,3,190.23,570.69
1084,2024-01-04,West,Desk,4,206.24,824.96
1085,2024-01-04,East,Tablet,4,461.97,1847.88
1085,2024-01-04,East,Keyboard,1,42.37,42.37
1086,2024-01-04,West,Monitor,4,237.88,951.52
1086,2024-01-04,West,Smartphone,4,742.34,2969.36
1086,2024-01-04,West,Monitor,2,201.99,403.98
1087,2024-01-04,East,Mouse,3,23.7,71.1
1087,2024-01-04,East,Desk,2,215.49,430.98
1087,2024-01-04,East,Printer,4,137.59,550.36
1088,2024-01-04,South,Desk,3,210.08,630.24
1088,2024-01-04,South,Smartphone,3,811.88,2435.64
1089,2024-01-04,East,Tablet,2,459.26,918.52
1090,2024-01-04,South,Printer,4,138.09,552.36
1090,2024-01-04,South,Desk,1,185.09,185.09
1091,2024-01-05,West,Smartphone,1,731.7,731.7
1091,2024-01-05,West,Tablet,4,547.22,2188.88
1091,2024-01-05,West,Monitor,1,207.85,207.85
1092,2024-01-05,South,Mouse,4,22.93,91.72
1092,2024-01-05,South,Laptop,1,1162.11,1162.11
1092,2024-01-05,South,Monitor,1,226.4,226.4
1093,2024-01-05,East,Desk,4,207.94,831.76
1094,2024-01-05,North,Mouse,3,25.12,75.36
1095,2024-01-05,South,Desk,2,211.62,423.24
1095,2024-01-05,South,Laptop,1,1108.24,1108.24
1096,2024-01-05,West,Chair,2,159.21,318.42
1096,2024-01-05,West,Monitor,2,199.29,398.58
1097,2024-01-05,West,Desk,1,180.87,180.87
1097,2024-01-05,West,Smartphone,4,732.97,2931.88
1097,2024-01-05,West,Monitor,4,238.71,954.84
1098,2024-01-05,South,Laptop,3,1148.03,3444.09
1098,2024-01-05,South,Chair,4,150.34,601.36
1099,2024-01-05,East,Tablet,1,470.52,470.52
1099,2024-01-05,East,Monitor,3,231.7,695.1
1099,2024-01-05,East,Monitor,2,218.47,436.94
1100,2024-01-05,East,Mouse,4,25.55,102.2
1100,2024-01-05,East,Monitor,4,216.35,865.4
1101,2024-01-05,North,Keyboard,4,40.99,163.96
1101,2024-01-05,North,Laptop,2,1081.38,2162.76
1101,2024-01-05,North,Laptop,2,1076.53,2153.06
1102,2024-01-05,East,Mouse,1,27.16,27.16
1102,2024-01-05,East,Chair,2,149.94,299.88
1102,2024-01-05,East,Tablet,4,453.19,1812.76
1103,2024-01-05,West,Chair,4,149.42,597.68
1103,2024-01-05,West,Laptop,1,1051.56,1051.56
1104,2024-01-05,East,Mouse,2,24.4,48.8
1104,2024-01-05,East,Desk,4,183.51,734.04
1105,2024-01-05,West,Chair,4,150.18,600.72
1106,2024-01-05,East,Smartphone,1,821.07,821.07
1106,2024-01-05,East,Monitor,4,199.79,799.16
1106,2024-01-05,East,Laptop,4,1003.77,4015.08
1107,2024-01-05,North,Monitor,1,237.54,237.54
1107,2024-01-05,North,Chair,3,152.71,458.13
1108,2024-01-05,North,Chair,3,153.52,460.56
1108,2024-01-05,North,Headphones,1,72.39,72.39
1109,2024-01-05,South,Smartphone,4,872.63,3490.52
1110,2024-01-05,West,Printer,4,129.72,518.88
1110,2024-01-05,West,Smartphone,2,721.39,1442.78
1111,2024-01-05,East,Keyboard,2,43.45,86.9
1111,2024-01-05,East,Chair,4,155.58,622.32
1111,2024-01-05,East,Headphones,1,80.19,80.19
1112,2024-01-05,West,Monitor,4,200.85,803.4
1113,2024-01-05,North,Tablet,3,466.07,1398.21
1113,2024-01-05,North,Printer,1,153.66,153.66
1114,2024-01-06,North,Mouse,4,24.99,99.96
1115,2024-01-06,West,Monitor,2,216.34,432.68
1116,2024-01-06,South,Tablet,1,527.98,527.98
1116,2024-01-06,South,Desk,3,191.18,573.54
1116,2024-01-06,South,Desk,3,190.16,570.48
1117,2024-01-06,East,Smartphone,2,749.72,1499.44
1118,2024-01-06,South,Desk,2,193.05,386.1
1119,2024-01-06,West,Monitor,2,226.58,453.16
1119,2024-01-06,West,Mouse,4,27.45,109.8
1120,2024-01-06,North,Smartphone,2,854.49,1708.98
1121,2024-01-06,East,Desk,2,184.77,369.54
1122,2024-01-06,South,Headphones,2,86.88,173.76
1122,2024-01-06,South,Chair,2,158.37,316.74
1122,2024-01-06,South,Desk,1,184.23,184.23
1123,2024-01-06,East,Laptop,3,1064.8,3194.4
1124,2024-01-06,North,Desk,1,203.98,203.98
1125,2024-01-06,South,Chair,4,165.71,662.84
1126,2024-01-06,South,Desk,1,188.14,188.14
1126,2024-01-06,South,Smartphone,4,730.12,2920.48
1126,2024-01-06,South,Mouse,4,25.82,103.28
1127,2024-01-06,South,Tablet,1,515.31,515.31
1127,2024-01-06,South,Printer,3,137.47,412.41
1127,2024-01-06,South,Desk,3,196.71,590.13
1128,2024-01-06,North,Headphones,3,78.63,235.89
1128,2024-01-06,North,Laptop,3,1131.79,3395.37
1129,2024-01-06,West,Printer,2,152.38,304.76
1129,2024-01-06,West,Printer,2,137.87,275.74
1129,2024-01-06,West,Mouse,4,25.39,101.56
1130,2024-01-06,East,Keyboard,2,40.63,81.26
1130,2024-01-06,East,Tablet,2,514.07,1028.14
1131,2024-01-06,West,Headphones,3,83.8,251.4
1132,2024-01-07,South,Desk,2,200.85,401.7
1132,2024-01-07,South,Mouse,1,24.42,24.42
1133,2024-01-07,South,Keyboard,1,49.28,49.28
1133,2024-01-07,South,Smartphone,3,728.54,2185.62
1134,2024-01-07,West,Headphones,2,82.25,164.5
1135,2024-01-07,South,Printer,2,149.22,298.44
1135,2024-01-07,South,Keyboard,2,40.88,81.76
1135,2024-01-07,South,Tablet,2,488.36,976.72
1136,2024-01-07,North,Monitor,2,199.81,399.62
1137,2024-01-07,North,Chair,1,156.47,156.47
1137,2024-01-07,North,Smartphone,3,823.84,2471.52
1137,2024-01-07,North,Desk,2,197.03,394.06
1138,2024-01-07,East,Tablet,4,467.88,1871.52
1138,2024-01-07,East,Laptop,4,1092.36,4369.44
1139,2024-01-07,West,Smartphone,2,849.68,1699.36
1139,2024-01-07,West,Printer,1,127.88,127.88
1139,2024-01-07,West,Chair,4,155.69,622.76
1140,2024-01-07,West,Tablet,1,454.07,454.07
1140,2024-01-07,West,Keyboard,1,48.8,48.8
1140,2024-01-07,West,Chair,1,145.74,145.74
1141,2024-01-07,West,Keyboard,1,48.21,48.21
1141,2024-01-07,West,Headphones,1,75.1,75.1
1141,2024-01-07,West,Smartphone,3,873.06,2619.18
1142,2024-01-07,South,Monitor,1,234.65,234.65
1142,2024-01-07,South,Headphones,3,74.54,223.62
1142,2024-01-07,South,Headphones,3,86.48,259.44
1143,2024-01-07,West,Desk,4,188.33,753.32
1144,2024-01-07,East,Tablet,2,481.91,963.82
1144,2024-01-07,East,Laptop,2,1030.06,2060.12
1144,2024-01-07,East,Keyboard,3,46.62,139.86
1145,2024-01-07,West,Desk,1,210.73,210.73
1146,2024-01-07,North,Chair,4,161.77,647.08
1146,2024-01-07,North,Headphones,1,76.03,76.03
1146,2024-01-07,North,Tablet,4,523.79,2095.16
1147,2024-01-08,East,Chair,2,155.53,311.06
1147,2024-01-08,East,Mouse,4,23.65,94.6
1148,2024-01-08,North,Tablet,3,481.01,1443.03
1148,2024-01-08,North,Headphones,3,83.73,251.19
1149,2024-01-08,North,Keyboard,3,46.04,138.12
1150,2024-01-08,West,Tablet,3,539.55,1618.65
1150,2024-01-08,West,Keyboard,4,42.55,170.2
1151,2024-01-08,North,Laptop,1,1114.77,1114.77
1152,2024-01-08,East,Tablet,3,503.41,1510.23
1153,2024-01-08,West,Desk,2,188.17,376.34
1153,2024-01-08,West,Headphones,4,74.54,298.16
1153,2024-01-08,West,Laptop,2,1145.64,2291.28
1154,2024-01-08,West,Mouse,2,26.86,53.72
1155,2024-01-08,East,Desk,1,182.25,182.25
1155,2024-01-08,East,Tablet,3,509.47,1528.41
1156,2024-01-08,West,Tablet,4,474.85,1899.4
1156,2024-01-08,West,Laptop,1,1003.54,1003.54
1156,2024-01-08,West,Laptop,4,1030.84,4123.36
1157,2024-01-08,South,Mouse,1,25.56,25.56
1158,2024-01-08,South,Printer,2,140.51,281.02
1159,2024-01-08,West,Keyboard,3,41.07,123.21
1159,2024-01-08,West,Laptop,4,1147.39,4589.56
1159,2024-01-08,West,Laptop,4,1175.78,4703.12
1160,2024-01-08,West,Smartphone,2,756.15,1512.3
1161,2024-01-08,North,Monitor,1,203.42,203.42
1161,2024-01-08,North,Desk,1,190.64,190.64
1162,2024-01-08,West,Tablet,3,479.56,1438.68
1162,2024-01-08,West,Monitor,1,236.72,236.72
1162,2024-01-08,West,Laptop,2,1047.28,2094.56
1163,2024-01-08,South,Monitor,2,230.83,461.66
1163,2024-01-08,South,Chair,2,172.17,344.34
1163,2024-01-08,South,Chair,2,156.14,312.28
1164,2024-01-08,West,Tablet,1,535.75,535.75
1164,2024-01-08,West,Printer,2,141.97,283.94
1165,2024-01-08,East,Printer,1,141.83,141.83
1166,2024-01-08,South,Laptop,1,1014.62,1014.62
1167,2024-01-08,South,Keyboard,1,40.78,40.78
1167,2024-01-08,South,Keyboard,1,46.77,46.77
1168,2024-01-09,North,Headphones,3,75.19,225.57
1169,2024-01-09,North,Printer,1,132.9,132.9
1169,2024-01-09,North,Monitor,1,199.49,199.49
1169,2024-01-09,North,Mouse,3,24.89,74.67
1170,2024-01-09,South,Monitor,3,212.04,636.12
1171,2024-01-09,West,Laptop,3,1046.47,3139.41
1171,2024-01-09,West,Desk,1,208.63,208.63
1172,2024-01-09,East,Headphones,4,85.62,342.48
1172,2024-01-09,East,Headphones,1,84.62,84.62
1173,2024-01-09,North,Tablet,1,484.68,484.68
1173,2024-01-09,North,Laptop,2,1147.17,2294.34
1174,2024-01-09,North,Desk,2,197.44,394.88
1174,2024-01-09,North,Tablet,2,478.83,957.66
1174,2024-01-09,North,Laptop,1,1066.52,1066.52
1175,2024-01-09,North,Keyboard,4,45.83,183.32
1175,2024-01-09,North,Tablet,3,507.8,1523.4
1176,2024-01-09,South,Monitor,2,219.93,439.86
1176,2024-01-09,South,Mouse,1,24.95,24.95
1177,2024-01-09,North,Chair,3,147.04,441.12
1177,2024-01-09,North,Printer,1,137.82,137.82
1177,2024-01-09,North,Laptop,3,1035.35,3106.05
1178,2024-01-09,East,Tablet,2,487.93,975.86
1178,2024-01-09,East,Monitor,4,203.58,814.32
1179,2024-01-09,North,Headphones,3,80.35,241.05
1179,2024-01-09,North,Smartphone,3,747.13,2241.39
1180,2024-01-09,West,Desk,2,185.04,370.08
1180,2024-01-09,West,Smartphone,2,801.23,1602.46
1180,2024-01-09,West,Desk,3,210.19,630.57
1181,2024-01-09,South,Keyboard,2,47.01,94.02
1181,2024-01-09,South,Headphones,3,74.57,223.71
1181,2024-01-09,South,Chair,2,152.28,304.56
1182,2024-01-09,North,Mouse,2,24.42,48.84
1183,2024-01-09,South,Desk,4,190.95,763.8
1183,2024-01-09,South,Mouse,1,23.9,23.9
1184,2024-01-09,West,Laptop,1,1077.78,1077.78
1184,2024-01-09,West,Printer,2,140.01,280.02
1185,2024-01-09,East,Laptop,2,1046.59,2093.18
1185,2024-01-09,East,Printer,1,146.75,146.75
1186,2024-01-09,West,Headphones,4,85.54,342.16
1186,2024-01-09,West,Headphones,2,82.87,165.74
1186,2024-01-09,West,Mouse,4,24.66,98.64
1187,2024-01-09,East,Mouse,4,23.71,94.84
1187,2024-01-09,East,Printer,2,133.0,266.0
1187,2024-01-09,East,Printer,4,138.75,555.0
1188,2024-01-09,West,Keyboard,3,47.5,142.5
1188,2024-01-09,West,Printer,4,151.43,605.72
1188,2024-01-09,West,Mouse,1,23.76,23.76
1189,2024-01-09,South,Monitor,3,202.45,607.35
1190,2024-01-09,West,Monitor,4,220.54,882.16
1190,2024-01-09,West,Chair,3,157.13,471.39
1190,2024-01-09,West,Smartphone,2,878.44,1756.88
1191,2024-01-09,South,Tablet,1,522.91,522.91
1191,2024-01-09,South,Headphones,3,82.2,246.6
1192,2024-01-09,East,Printer,4,127.72,510.88
1192,2024-01-09,East,Mouse,4,27.08,108.32
1193,2024-01-09,East,Desk,1,188.98,188.98
1193,2024-01-09,East,Printer,2,153.84,307.68
1193,2024-01-09,East,Printer,4,131.94,527.76
1194,2024-01-09,South,Monitor,4,226.26,905.04
1195,2024-01-09,South,Chair,4,158.98,635.92
1196,2024-01-09,East,Keyboard,4,43.69,174.76
1196,2024-01-09,East,Monitor,3,228.98,686.94
1196,2024-01-09,East,Desk,4,207.15,828.6
1197,2024-01-09,West,Desk,3,189.8,569.4
1198,2024-01-09,East,Smartphone,4,788.56,3154.24
1198,2024-01-09,East,Mouse,3,23.26,69.78
1199,2024-01-09,East,Laptop,1,1172.14,1172.14
1199,2024-01-09,East,Chair,2,160.98,321.96
1200,2024-01-09,East,Headphones,1,82.52,82.52
1200,2024-01-09,East,Monitor,1,226.86,226.86
1200,2024-01-09,East,Desk,1,203.14,203.14
1201,2024-01-10,South,Smartphone,3,845.58,2536.74
1202,2024-01-10,South,Tablet,2,510.95,1021.9
1202,2024-01-10,South,Headphones,1,82.7,82.7
1203,2024-01-10,East,Smartphone,2,804.93,1609.86
1204,2024-01-10,West,Mouse,1,23.82,23.82
1204,2024-01-10,West,Monitor,2,218.82,437.64
1204,2024-01-10,West,Tablet,1,498.44,498.44
1205,2024-01-10,South,Smartphone,2,799.71,1599.42
1205,2024-01-10,South,Tablet,1,466.04,466.04
1205,2024-01-10,South,Chair,4,166.27,665.08
1206,2024-01-10,West,Desk,4,195.0,780.0
1206,2024-01-10,West,Printer,1,131.05,131.05
1206,2024-01-10,West,Chair,1,144.66,144.66
1207,2024-01-10,North,Chair,1,160.34,160.34
1207,2024-01-10,North,Smartphone,2,725.42,1450.84
1207,2024-01-10,North,Printer,2,135.48,270.96
1208,2024-01-10,East,Smartphone,2,765.46,1530.92
1208,2024-01-10,East,Chair,4,152.05,608.2
1209,2024-01-10,North,Desk,3,213.11,639.33
1209,2024-01-10,North,Printer,3,140.1,420.3
1210,2024-01-10,East,Chair,2,164.95,329.9
1210,2024-01-10,East,Mouse,3,23.46,70.38
1210,2024-01-10,East,Desk,2,203.46,406.92
1211,2024-01-10,North,Printer,4,141.27,565.08
1212,2024-01-10,North,Desk,1,180.25,180.25
1212,2024-01-10,North,Monitor,4,224.78,899.12
1213,2024-01-10,North,Tablet,4,511.67,2046.68
1213,2024-01-10,North,Headphones,1,75.4,75.4
1213,2024-01-10,North,Smartphone,2,736.22,1472.44
1214,2024-01-10,South,Printer,1,151.59,151.59
1215,2024-01-10,North,Keyboard,3,45.56,136.68
1215,2024-01-10,North,Desk,3,187.39,562.17
1216,2024-01-10,North,Laptop,4,1114.59,4458.36
1216,2024-01-10,North,Headphones,1,79.96,79.96
1217,2024-01-10,North,Printer,4,138.5,554.0
1218,2024-01-10,North,Printer,2,139.31,278.62
1218,2024-01-10,North,Printer,1,128.32,128.32
1218,2024-01-10,North,Smartphone,2,863.32,1726.64
1219,2024-01-10,North,Laptop,1,1140.43,1140.43
1219,2024-01-10,North,Mouse,1,23.59,23.59
1220,2024-01-10,North,Smartphone,1,764.07,764.07
1221,2024-01-10,South,Keyboard,1,43.79,43.79
1221,2024-01-10,South,Keyboard,1,43.14,43.14
1222,2024-01-10,West,Desk,1,208.69,208.69
1222,2024-01-10,West,Laptop,1,993.24,993.24
1223,2024-01-10,North,Desk,3,209.18,627.54
1223,2024-01-10,North,Keyboard,4,45.98,183.92
1224,2024-01-10,East,Headphones,4,79.52,318.08
1224,2024-01-10,East,Keyboard,2,49.2,98.4
1225,2024-01-10,North,Keyboard,4,44.79,179.16
1225,2024-01-10,North,Smartphone,3,845.54,2536.62
1226,2024-01-10,East,Desk,1,204.87,204.87
1226,2024-01-10,East,Headphones,3,85.91,257.73
1227,2024-01-10,North,Headphones,3,81.35,244.05
1228,2024-01-10,South,Printer,4,142.85,571.4
1228,2024-01-10,South,Monitor,4,210.47,841.88
1229,2024-01-10,North,Desk,3,196.9,590.7
1229,2024-01-10,North,Headphones,1,76.62,76.62
1230,2024-01-10,South,Keyboard,3,49.28,147.84
1230,2024-01-10,South,Tablet,4,484.69,1938.76
1230,2024-01-10,South,Mouse,4,26.49,105.96
1231,2024-01-10,South,Monitor,3,224.7,674.1
1231,2024-01-10,South,Printer,4,145.83,583.32
1231,2024-01-10,South,Desk,1,211.67,211.67
1232,2024-01-10,West,Mouse,3,26.36,79.08
1232,2024-01-10,West,Monitor,4,223.5,894.0
1232,2024-01-10,West,Desk,3,199.06,597.18
1233,2024-01-10,South,Monitor,2,202.06,404.12
1234,2024-01-10,East,Headphones,3,78.44,235.32
1234,2024-01-10,East,Tablet,2,474.63,949.26
1235,2024-01-10,West,Mouse,3,25.66,76.98
1235,2024-01-10,West,Mouse,2,24.08,48.16
1236,2024-01-10,North,Desk,1,183.76,183.76
1236,2024-01-10,North,Monitor,4,223.82,895.28
1237,2024-01-10,South,Desk,4,183.88,735.52
1237,2024-01-10,South,Smartphone,2,760.64,1521.28
1238,2024-01-11,East,Keyboard,4,41.25,165.0
1239,2024-01-11,North,Tablet,3,537.07,1611.21
1240,2024-01-11,West,Mouse,4,27.11,108.44
1240,2024-01-11,West,Mouse,3,24.09,72.27
1241,2024-01-11,South,Mouse,4,23.41,93.64
1241,2024-01-11,South,Keyboard,3,49.19,147.57
1241,2024-01-11,South,Monitor,2,199.7,399.4
1242,2024-01-11,East,Laptop,1,1174.19,1174.19
1242,2024-01-11,East,Laptop,3,1163.0,3489.0
1243,2024-01-11,West,Mouse,2,24.09,48.18
1244,2024-01-11,North,Desk,4,210.32,841.28
1245,2024-01-11,North,Chair,3,152.22,456.66
1245,2024-01-11,North,Mouse,3,24.91,74.73
1246,2024-01-11,South,Monitor,2,238.23,476.46
1246,2024-01-11,South,Laptop,4,1147.79,4591.16
1247,2024-01-11,South,Keyboard,2,41.2,82.4
1248,2024-01-11,East,Keyboard,4,49.12,196.48
1248,2024-01-11,East,Printer,1,143.59,143.59
1248,2024-01-11,East,Smartphone,3,771.61,2314.83
1249,2024-01-12,West,Chair,2,154.62,309.24
1250,2024-01-12,North,Smartphone,2,790.24,1580.48
1251,2024-01-12,South,Printer,4,132.91,531.64
1251,2024-01-12,South,Laptop,3,1115.62,3346.86
1252,2024-01-12,East,Keyboard,3,44.92,134.76
1252,2024-01-12,East,Chair,4,172.9,691.6
1253,2024-01-12,North,Tablet,1,513.1,513.1
1254,2024-01-12,South,Smartphone,3,739.07,2217.21
1254,2024-01-12,South,Monitor,3,217.01,651.03
1254,2024-01-12,South,Desk,2,217.0,434.0
1255,2024-01-12,North,Desk,4,215.85,863.4
1255,2024-01-12,North,Laptop,3,1021.76,3065.28
